$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	iBAQ_Step05	iBAQ_Step05_cumulative_abundance
b1580	11	gene	0.0236575000478	0.0170655921115	0.277604889993
b1581	11	gene	0.0236575000478	0.00644942763658	0.294670482104
b1583	11	gene	0.0236575000478	6.24506194389e-05	0.301119909741
b1586	11	gene	0.0236575000478	4.97718102155e-05	0.30121261823
b1584	11	gene	0.0236575000478	3.02578700945e-05	0.30118236036
b1585	11	gene	0.0236575000478	-0.0	0.30121261823
PM0-10047	11	promoter	0.0236575000478	-0.0	0.301119909741
b1582	11	gene	0.0236575000478	-0.0	0.301119909741
b0957	10	gene	0.0188657493751	0.0181557661003	0.188291581667
b0965	10	gene	0.0188657493751	0.000305153493224	0.206677498691
b0963	10	gene	0.0188657493751	0.000124662728477	0.206552835963
b0961	10	gene	0.0188657493751	6.89224699372e-05	0.206462100641
b0967	10	gene	0.0188657493751	6.22772482028e-05	0.207003269697
b0955	10	gene	0.0188657493751	3.84965943422e-05	0.188233988092
b0968	10	gene	0.0188657493751	3.41905217198e-05	0.207065546946
b0962	10	gene	0.0188657493751	2.18128517842e-05	0.206531023111
b0966	10	gene	0.0188657493751	2.06175132093e-05	0.206982652184
b0956	10	gene	0.0188657493751	1.9096980108e-05	0.188272484687
b0960	10	gene	0.0188657493751	1.47528738234e-05	0.206447347767
PM0-9395	10	promoter	0.0188657493751	-0.0	0.207099737467
b0970	10	gene	0.0188657493751	-0.0	0.207099737467
b0969	10	gene	0.0188657493751	-0.0	0.207099737467
PM0-36218	10	promoter	0.0188657493751	-0.0	0.206677498691
b0964	10	gene	0.0188657493751	-0.0	0.206677498691
PM0-10012	10	promoter	0.0188657493751	-0.0	0.206677498691
PM0-36233	10	promoter	0.0188657493751	-0.0	0.206531023111
PM0-36232	10	promoter	0.0188657493751	-0.0	0.206531023111
b0959	10	gene	0.0188657493751	-0.0	0.206447347767
PM0-46336	10	promoter	0.0188657493751	-0.0	0.206447347767
PM00092	10	promoter	0.0188657493751	-0.0	0.206447347767
b0958	10	gene	0.0188657493751	-0.0	0.206447347767
PM00064	10	promoter	0.0188657493751	-0.0	0.206447347767
PM0-10011	10	promoter	0.0188657493751	-0.0	0.188272484687
b2414	9	gene	0.0145989289138	0.0145989289138	0.421818663853
PM0-10091	9	promoter	0.0145989289138	-0.0	0.421818663853
b1823	8	gene	0.014156301163	0.0134563409788	0.352961683507
b1817	8	gene	0.014156301163	0.000417837170971	0.35233038125
b1818	8	gene	0.014156301163	0.000137423277691	0.352748218421
b1819	8	gene	0.014156301163	6.70234759196e-05	0.352885641699
b1825	8	gene	0.014156301163	4.27026959287e-05	0.366418024486
b1816	8	gene	0.014156301163	1.15723828146e-05	0.352318808867
b1813	8	gene	0.014156301163	9.98680241886e-06	0.352308822065
b1822	8	gene	0.014156301163	9.01833289551e-06	0.352952665174
b4536	8	gene	0.014156301163	4.39604559814e-06	0.366460727182
PM171	8	promoter	0.014156301163	-0.0	0.366460727182
b1826	8	gene	0.014156301163	-0.0	0.366460727182
PM0-10453	8	promoter	0.014156301163	-0.0	0.366418024486
PM0-10063	8	promoter	0.014156301163	-0.0	0.366418024486
b1824	8	gene	0.014156301163	-0.0	0.366418024486
b1821	8	gene	0.014156301163	-0.0	0.352952665174
PM0-46155	8	promoter	0.014156301163	-0.0	0.352952665174
b1820	8	gene	0.014156301163	-0.0	0.352952665174
PM00276	8	promoter	0.014156301163	-0.0	0.35233038125
PM0-9955	8	promoter	0.014156301163	-0.0	0.35233038125
b1815	8	gene	0.014156301163	-0.0	0.352318808867
b1814	8	gene	0.014156301163	-0.0	0.352318808867
PM00307	8	promoter	0.014156301163	-0.0	0.352318808867
b0605	7	gene	0.0126401125126	0.0118113416449	0.108814556834
b0607	7	gene	0.0126401125126	0.000369687969642	0.120940867177
b0606	7	gene	0.0126401125126	0.000314968698116	0.120625898479
b0599	7	gene	0.0126401125126	4.20611668052e-05	0.108716479461
b0600	7	gene	0.0126401125126	3.5965892878e-05	0.108758540628
b0610	7	gene	0.0126401125126	2.03342101626e-05	0.121310555147
b0604	7	gene	0.0126401125126	2.00503129528e-05	0.108794506521
b0611	7	gene	0.0126401125126	1.2913955711e-05	0.121330889357
b0598	7	gene	0.0126401125126	1.27886614891e-05	0.1087036908
PM0-9991	7	promoter	0.0126401125126	-0.0	0.121343803313
b0608	7	gene	0.0126401125126	-0.0	0.121310555147
PM0-9990	7	promoter	0.0126401125126	-0.0	0.121310555147
PM-8821	7	promoter	0.0126401125126	-0.0	0.120625898479
PM00102	7	promoter	0.0126401125126	-0.0	0.108814556834
PM0-10408	7	promoter	0.0126401125126	-0.0	0.108814556834
PM0-10406	7	promoter	0.0126401125126	-0.0	0.108814556834
b0603	7	gene	0.0126401125126	-0.0	0.108794506521
PM0-10368	7	promoter	0.0126401125126	-0.0	0.108794506521
b0602	7	gene	0.0126401125126	-0.0	0.108794506521
b0601	7	gene	0.0126401125126	-0.0	0.108794506521
b4512	7	gene	0.0126401125126	-0.0	0.108716479461
