$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_15_cumate	Step_15_cumate_cumulative_abundance
b3339	14	gene	0.045823627267	0.0456190108011	0.724331697992
b3336	14	gene	0.045823627267	0.000178523864786	0.724127081526
b3338	14	gene	0.045823627267	2.60926015536e-05	0.72430560539
PM0-9799	14	promoter	0.045823627267	-0.0	0.769950708793
PM0-3321	14	promoter	0.045823627267	-0.0	0.724331697992
b3337	14	gene	0.045823627267	-0.0	0.72430560539
b3335	14	gene	0.045823627267	-0.0	0.724127081526
b3334	14	gene	0.045823627267	-0.0	0.724127081526
b3333	14	gene	0.045823627267	-0.0	0.724127081526
b3332	14	gene	0.045823627267	-0.0	0.724127081526
b3331	14	gene	0.045823627267	-0.0	0.724127081526
b3330	14	gene	0.045823627267	-0.0	0.724127081526
b3329	14	gene	0.045823627267	-0.0	0.724127081526
b3328	14	gene	0.045823627267	-0.0	0.724127081526
b3327	14	gene	0.045823627267	-0.0	0.724127081526
b3326	14	gene	0.045823627267	-0.0	0.724127081526
b3325	14	gene	0.045823627267	-0.0	0.724127081526
b3324	14	gene	0.045823627267	-0.0	0.724127081526
PM0-9514	14	promoter	0.045823627267	-0.0	0.724127081526
PM-8819	14	promoter	0.045823627267	-0.0	0.724127081526
b3323	14	gene	0.045823627267	-0.0	0.724127081526
b3322	14	gene	0.045823627267	-0.0	0.724127081526
b1241	13	gene	0.03103220905	0.0201668654461	0.215507468853
b1243	13	gene	0.03103220905	0.0092355006208	0.2356743343
b1251	13	gene	0.03103220905	0.000530971738049	0.245982722732
b1246	13	gene	0.03103220905	0.000344776544901	0.245241683199
b1247	13	gene	0.03103220905	0.000330901609172	0.245586459744
b1245	13	gene	0.03103220905	0.000195994029983	0.245045689169
b1244	13	gene	0.03103220905	0.000135854248754	0.24490983492
b1250	13	gene	0.03103220905	4.81863487281e-05	0.245934536383
b1238	13	gene	0.03103220905	2.59834332081e-05	0.21548148542
b1248	13	gene	0.03103220905	1.54354284198e-05	0.245917361353
b1249	13	gene	0.03103220905	1.73960136775e-06	0.245932796782
PM0-10028	13	promoter	0.03103220905	-0.0	0.24651369447
b4595	13	gene	0.03103220905	-0.0	0.245934536383
PM1023	13	promoter	0.03103220905	-0.0	0.245934536383
PM00306	13	promoter	0.03103220905	-0.0	0.2356743343
b1242	13	gene	0.03103220905	-0.0	0.2356743343
PM00279	13	promoter	0.03103220905	-0.0	0.2356743343
b4573	13	gene	0.03103220905	-0.0	0.215507468853
b1580	12	gene	0.022268251962	0.0132534059676	0.270503558688
b1581	12	gene	0.022268251962	0.00857530028461	0.283756964656
b1588	12	gene	0.022268251962	0.000201098552241	0.292513439731
b1584	12	gene	0.022268251962	7.02663835346e-05	0.292398023421
b1583	12	gene	0.022268251962	6.57584810522e-05	0.29233226494
b1589	12	gene	0.022268251962	5.51518474689e-05	0.292714538283
b1586	12	gene	0.022268251962	4.1838750437e-05	0.292471600981
b1585	12	gene	0.022268251962	3.31117592386e-06	0.292468289805
b1591	12	gene	0.022268251962	2.12051921942e-06	0.292769690131
b1592	12	gene	0.022268251962	-0.0	0.29277181065
b1590	12	gene	0.022268251962	-0.0	0.292769690131
b1587	12	gene	0.022268251962	-0.0	0.292513439731
PM0-5721	12	promoter	0.022268251962	-0.0	0.292513439731
PM0-10047	12	promoter	0.022268251962	-0.0	0.29233226494
b1582	12	gene	0.022268251962	-0.0	0.29233226494
b1579	12	gene	0.022268251962	-0.0	0.270503558688
b1578	12	gene	0.022268251962	-0.0	0.270503558688
b1577	12	gene	0.022268251962	-0.0	0.270503558688
b1576	12	gene	0.022268251962	-0.0	0.270503558688
b1575	12	gene	0.022268251962	-0.0	0.270503558688
PM0-9327	12	promoter	0.022268251962	-0.0	0.270503558688
b0957	11	gene	0.017172275057	0.0166041795233	0.166773047078
b0962	11	gene	0.017172275057	0.000191686046385	0.183397435443
b0967	11	gene	0.017172275057	0.000124550758799	0.183721062584
b0965	11	gene	0.017172275057	6.43019722732e-05	0.18363825597
b0963	11	gene	0.017172275057	4.91344800722e-05	0.18358912149
b0969	11	gene	0.017172275057	4.52183885335e-05	0.183848523601
b0955	11	gene	0.017172275057	3.86825578849e-05	0.166721466933
b0966	11	gene	0.017172275057	1.85046420298e-05	0.183702557942
b0960	11	gene	0.017172275057	1.3853161921e-05	0.183377226601
b0956	11	gene	0.017172275057	1.2897586351e-05	0.166760149491
b0961	11	gene	0.017172275057	6.35568064965e-06	0.183391079763
b0968	11	gene	0.017172275057	2.9102583957e-06	0.183845613343
PM0-9395	11	promoter	0.017172275057	-0.0	0.18389374199
b0970	11	gene	0.017172275057	-0.0	0.18389374199
PM0-36218	11	promoter	0.017172275057	-0.0	0.18363825597
b0964	11	gene	0.017172275057	-0.0	0.18363825597
PM0-10012	11	promoter	0.017172275057	-0.0	0.18363825597
PM0-36233	11	promoter	0.017172275057	-0.0	0.183397435443
PM0-36232	11	promoter	0.017172275057	-0.0	0.183397435443
b0959	11	gene	0.017172275057	-0.0	0.183377226601
PM0-46336	11	promoter	0.017172275057	-0.0	0.183377226601
PM00092	11	promoter	0.017172275057	-0.0	0.183377226601
b0958	11	gene	0.017172275057	-0.0	0.183377226601
PM00064	11	promoter	0.017172275057	-0.0	0.183377226601
PM0-10011	11	promoter	0.017172275057	-0.0	0.166760149491
b2414	10	gene	0.013413958667	0.013404649389	0.398108877209
b2413	10	gene	0.013413958667	9.30927725361e-06	0.398099567931
PM0-10091	10	promoter	0.013413958667	-0.0	0.398108877209
b0436	9	gene	0.0128063154558	0.00964047045378	0.0803140392687
b0437	9	gene	0.0128063154558	0.00129922304386	0.0899545097224
b0439	9	gene	0.0128063154558	0.00114179887668	0.0919785558478
b0438	9	gene	0.0128063154558	0.000724823081466	0.0912537327663
PM00511	9	promoter	0.0128063154558	-0.0	0.0919785558478
sraA	9	gene	0.0128063154558	-0.0	0.0919785558478
PM0-9696	9	promoter	0.0128063154558	-0.0	0.0912537327663
PM00569	9	promoter	0.0128063154558	-0.0	0.0899545097224
PM0-9744	9	promoter	0.0128063154558	-0.0	0.0899545097224
PM00339	9	promoter	0.0128063154558	-0.0	0.0899545097224
PM0-9980	9	promoter	0.0128063154558	-0.0	0.0803140392687
b0605	8	gene	0.012459015477	0.0106378959006	0.10520856144
b0606	8	gene	0.012459015477	0.00142282415236	0.11584645734
b0607	8	gene	0.012459015477	0.000290415940539	0.117269281492
b0611	8	gene	0.012459015477	7.87996064523e-05	0.117586907241
b0610	8	gene	0.012459015477	2.72098084457e-05	0.117559697433
b0604	8	gene	0.012459015477	1.87006867519e-06	0.105206691371
PM0-9991	8	promoter	0.012459015477	-0.0	0.117665706848
b0608	8	gene	0.012459015477	0.0	0.117559697433
PM0-9990	8	promoter	0.012459015477	-0.0	0.117559697433
PM-8821	8	promoter	0.012459015477	-0.0	0.11584645734
PM00102	8	promoter	0.012459015477	-0.0	0.10520856144
PM0-10408	8	promoter	0.012459015477	-0.0	0.10520856144
PM0-10406	8	promoter	0.012459015477	-0.0	0.10520856144
b2296	7	gene	0.008709479689	0.0046904584488	0.383336678366
b2297	7	gene	0.008709479689	0.00309574027946	0.388027136815
b2294	7	gene	0.008709479689	0.000361487282811	0.382973696757
b2290	7	gene	0.008709479689	0.000115167924369	0.382837888911
b2303	7	gene	0.008709479689	0.000106022574333	0.391322011441
