$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	iBAQ_Step09	iBAQ_Step09_cumulative_abundance
b1580	11	gene	0.0244997122752	0.0174915139141	0.263853490292
b1581	11	gene	0.0244997122752	0.00679072780544	0.281345004206
b1583	11	gene	0.0244997122752	0.000139338934503	0.288135732012
b1584	11	gene	0.0244997122752	4.92421994771e-05	0.288275070946
b1586	11	gene	0.0244997122752	2.88894217066e-05	0.288324313146
b1585	11	gene	0.0244997122752	-0.0	0.288324313146
PM0-10047	11	promoter	0.0244997122752	-0.0	0.288135732012
b1582	11	gene	0.0244997122752	-0.0	0.288135732012
b0957	10	gene	0.0147187864454	0.0139848553296	0.17878027877
b0963	10	gene	0.0147187864454	0.000234358663771	0.192880081042
b0965	10	gene	0.0147187864454	0.000224207623157	0.193114439706
b0961	10	gene	0.0147187864454	7.45646607405e-05	0.192770103525
b0967	10	gene	0.0147187864454	6.10514962807e-05	0.193353590785
b0955	10	gene	0.0147187864454	4.87630316668e-05	0.178706853138
b0962	10	gene	0.0147187864454	3.54128563036e-05	0.192844668186
b0956	10	gene	0.0147187864454	2.46626008301e-05	0.178755616169
b0966	10	gene	0.0147187864454	1.49434557382e-05	0.193338647329
b0968	10	gene	0.0147187864454	1.09973015266e-05	0.193414642281
b0960	10	gene	0.0147187864454	4.96942576073e-06	0.1927651341
PM0-36218	10	promoter	0.0147187864454	-0.0	0.193114439706
b0964	10	gene	0.0147187864454	-0.0	0.193114439706
PM0-10012	10	promoter	0.0147187864454	-0.0	0.193114439706
PM0-36233	10	promoter	0.0147187864454	-0.0	0.192844668186
PM0-36232	10	promoter	0.0147187864454	-0.0	0.192844668186
b0959	10	gene	0.0147187864454	-0.0	0.1927651341
PM0-46336	10	promoter	0.0147187864454	-0.0	0.1927651341
PM00092	10	promoter	0.0147187864454	-0.0	0.1927651341
b0958	10	gene	0.0147187864454	-0.0	0.1927651341
PM00064	10	promoter	0.0147187864454	-0.0	0.1927651341
PM0-10011	10	promoter	0.0147187864454	-0.0	0.178755616169
b2414	9	gene	0.0133901173547	0.0133901173547	0.407885101687
PM0-10091	9	promoter	0.0133901173547	-0.0	0.407885101687
b0605	8	gene	0.0129769029867	0.0120449198555	0.103144285829
b0607	8	gene	0.0129769029867	0.000459580983562	0.115522034084
b0606	8	gene	0.0129769029867	0.000332828399554	0.115189205685
b0599	8	gene	0.0129769029867	3.657636241e-05	0.103059923969
b0600	8	gene	0.0129769029867	3.41429959011e-05	0.103096500332
b0610	8	gene	0.0129769029867	2.46302926388e-05	0.115981615068
b0598	8	gene	0.0129769029867	1.58707858447e-05	0.103044053184
b0611	8	gene	0.0129769029867	1.47108100479e-05	0.11600624536
b0604	8	gene	0.0129769029867	1.36425012493e-05	0.103130643328
PM0-9991	8	promoter	0.0129769029867	-0.0	0.11602095617
b0608	8	gene	0.0129769029867	-0.0	0.115981615068
PM0-9990	8	promoter	0.0129769029867	-0.0	0.115981615068
PM-8821	8	promoter	0.0129769029867	-0.0	0.115189205685
PM00102	8	promoter	0.0129769029867	-0.0	0.103144285829
PM0-10408	8	promoter	0.0129769029867	-0.0	0.103144285829
PM0-10406	8	promoter	0.0129769029867	-0.0	0.103144285829
b0603	8	gene	0.0129769029867	-0.0	0.103130643328
PM0-10368	8	promoter	0.0129769029867	-0.0	0.103130643328
b0602	8	gene	0.0129769029867	-0.0	0.103130643328
b0601	8	gene	0.0129769029867	-0.0	0.103130643328
b4512	8	gene	0.0129769029867	-0.0	0.103059923969
PM0-7163	8	promoter	0.0129769029867	-0.0	0.103044053184
b1823	7	gene	0.0123074276285	0.0115930261002	0.338173731567
b1817	7	gene	0.0123074276285	0.000427723074164	0.337535485139
b1818	7	gene	0.0123074276285	0.000123796647377	0.337963208213
b1819	7	gene	0.0123074276285	7.52824688145e-05	0.33808700486
b1825	7	gene	0.0123074276285	5.55062594563e-05	0.349766757667
b1822	7	gene	0.0123074276285	1.14442382018e-05	0.338162287329
b1816	7	gene	0.0123074276285	8.65511348576e-06	0.337526830025
b4536	7	gene	0.0123074276285	6.46416739733e-06	0.349822263927
b1813	7	gene	0.0123074276285	5.52955949478e-06	0.337521300466
PM171	7	promoter	0.0123074276285	-0.0	0.349822263927
b1826	7	gene	0.0123074276285	-0.0	0.349822263927
