$gene_or_promoter	SolutionOrder	class	mass reclaimed $(fg/cell)$	Step_11_cumate	Step_11_cumate_cumulative_abundance
b3339	14	gene	0.043534063444	0.0432131023257	0.71599061759
b3336	14	gene	0.043534063444	0.000304716401178	0.715669656472
b3338	14	gene	0.043534063444	1.62447174487e-05	0.715974372873
PM0-9799	14	promoter	0.043534063444	-0.0	0.759203719916
PM0-3321	14	promoter	0.043534063444	-0.0	0.71599061759
b3337	14	gene	0.043534063444	-0.0	0.715974372873
b0957	13	gene	0.024346768562	0.0235472945047	0.182677847405
b0962	13	gene	0.024346768562	0.000329120249902	0.206240503786
b0967	13	gene	0.024346768562	0.000142379516746	0.206742803614
b0969	13	gene	0.024346768562	8.19306987357e-05	0.206888251231
b0963	13	gene	0.024346768562	6.29030366785e-05	0.206569624036
b0965	13	gene	0.024346768562	6.24093348771e-05	0.206632527073
b0966	13	gene	0.024346768562	4.78672061451e-05	0.206694936408
b0955	13	gene	0.024346768562	4.60969642371e-05	0.182623413368
b0961	13	gene	0.024346768562	8.59817816489e-06	0.206231905608
b0956	13	gene	0.024346768562	8.33707357528e-06	0.182669510332
b0960	13	gene	0.024346768562	6.76369820687e-06	0.20622514191
b0968	13	gene	0.024346768562	3.0681000441e-06	0.206885183131
PM0-9395	13	promoter	0.024346768562	-0.0	0.20697018193
b0970	13	gene	0.024346768562	-0.0	0.20697018193
PM0-36218	13	promoter	0.024346768562	-0.0	0.206632527073
b0964	13	gene	0.024346768562	-0.0	0.206632527073
PM0-10012	13	promoter	0.024346768562	-0.0	0.206632527073
PM0-36233	13	promoter	0.024346768562	-0.0	0.206240503786
PM0-36232	13	promoter	0.024346768562	-0.0	0.206240503786
b0959	13	gene	0.024346768562	-0.0	0.20622514191
PM0-46336	13	promoter	0.024346768562	-0.0	0.20622514191
PM00092	13	promoter	0.024346768562	-0.0	0.20622514191
b0958	13	gene	0.024346768562	-0.0	0.20622514191
PM00064	13	promoter	0.024346768562	-0.0	0.20622514191
PM0-10011	13	promoter	0.024346768562	-0.0	0.182669510332
b1243	12	gene	0.019063227302	0.00894042884774	0.252171761756
b1241	12	gene	0.019063227302	0.00815465174265	0.244017110013
b1251	12	gene	0.019063227302	0.000535296655985	0.262506742717
b1247	12	gene	0.019063227302	0.000443332165927	0.262007225639
b1246	12	gene	0.019063227302	0.000425443052112	0.261581782587
b1245	12	gene	0.019063227302	0.000332099502541	0.261249683084
b1244	12	gene	0.019063227302	0.000137492480611	0.261112190604
b1238	12	gene	0.019063227302	3.829794231e-05	0.243978812071
b1250	12	gene	0.019063227302	2.53141836396e-05	0.262481428534
b1248	12	gene	0.019063227302	2.19704727783e-05	0.262450557805
b1249	12	gene	0.019063227302	8.90025614212e-06	0.262472528278
PM0-10028	12	promoter	0.019063227302	-0.0	0.263042039373
b4595	12	gene	0.019063227302	-0.0	0.262481428534
PM1023	12	promoter	0.019063227302	-0.0	0.262481428534
PM00306	12	promoter	0.019063227302	-0.0	0.252171761756
b1242	12	gene	0.019063227302	-0.0	0.252171761756
PM00279	12	promoter	0.019063227302	-0.0	0.252171761756
b4573	12	gene	0.019063227302	-0.0	0.244017110013
b2414	11	gene	0.017590019398	0.0175648123665	0.415240841672
b2413	11	gene	0.017590019398	2.52070322049e-05	0.41521563464
PM0-10091	11	promoter	0.017590019398	-0.0	0.415240841672
b1580	10	gene	0.016593011861	0.00995216875429	0.293351923011
b1581	10	gene	0.016593011861	0.00641397613457	0.303304091766
b1584	10	gene	0.016593011861	0.000117052617768	0.309754337798
b1588	10	gene	0.016593011861	4.1423600293e-05	0.309891110847
b1583	10	gene	0.016593011861	3.62698978272e-05	0.3097180679
b1586	10	gene	0.016593011861	1.75738280473e-05	0.309873537019
b1589	10	gene	0.016593011861	1.16621206222e-05	0.309932534448
b1585	10	gene	0.016593011861	2.14660358241e-06	0.309871390416
b1591	10	gene	0.016593011861	7.3830334865e-07	0.309944196568
b1590	10	gene	0.016593011861	-0.0	0.309944196568
b1587	10	gene	0.016593011861	-0.0	0.309891110847
PM0-5721	10	promoter	0.016593011861	-0.0	0.309891110847
PM0-10047	10	promoter	0.016593011861	-0.0	0.3097180679
b1582	10	gene	0.016593011861	-0.0	0.3097180679
b0605	9	gene	0.01577905931	0.0134665002842	0.117496734706
b0606	9	gene	0.01577905931	0.00196538645393	0.130963234991
b0607	9	gene	0.01577905931	0.000261498900555	0.132928621445
b0611	9	gene	0.01577905931	3.16787366934e-05	0.133213046408
b0598	9	gene	0.01577905931	2.62474608559e-05	0.117465665835
b0610	9	gene	0.01577905931	2.29260632209e-05	0.133190120345
b0604	9	gene	0.01577905931	4.82141029252e-06	0.117491913296
PM0-9991	9	promoter	0.01577905931	-0.0	0.133244725145
b0608	9	gene	0.01577905931	0.0	0.133190120345
PM0-9990	9	promoter	0.01577905931	-0.0	0.133190120345
PM-8821	9	promoter	0.01577905931	-0.0	0.130963234991
PM00102	9	promoter	0.01577905931	-0.0	0.117496734706
PM0-10408	9	promoter	0.01577905931	-0.0	0.117496734706
PM0-10406	9	promoter	0.01577905931	-0.0	0.117496734706
b0603	9	gene	0.01577905931	-0.0	0.117491913296
PM0-10368	9	promoter	0.01577905931	-0.0	0.117491913296
b0602	9	gene	0.01577905931	-0.0	0.117491913296
b0601	9	gene	0.01577905931	-0.0	0.117491913296
b0600	9	gene	0.01577905931	-0.0	0.117491913296
b0599	9	gene	0.01577905931	-0.0	0.117491913296
b4512	9	gene	0.01577905931	-0.0	0.117491913296
PM0-7163	9	promoter	0.01577905931	-0.0	0.117465665835
b0436	8	gene	0.0132554043394	0.00968503861654	0.0925002058566
b0439	8	gene	0.0132554043394	0.00161072974141	0.104144880455
b0437	8	gene	0.0132554043394	0.00126516733213	0.102185244473
b0438	8	gene	0.0132554043394	0.000694468649747	0.103450411805
PM00511	8	promoter	0.0132554043394	-0.0	0.104144880455
sraA	8	gene	0.0132554043394	-0.0	0.104144880455
PM0-9696	8	promoter	0.0132554043394	-0.0	0.103450411805
PM00569	8	promoter	0.0132554043394	-0.0	0.102185244473
